Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - MavenView,Seed,Seed,"$737,741","Oct 2, 2018",MavenView,MavenView use public and privately-licensed data to support strategic decisions in competitive strategy and commercialization.,"Analytics, Apps, Biopharma, Biotechnology, Business Development, Business Intelligence, Information Technology, Life Science, Software","Women Founded, Women Led","Columbus, Ohio, United States, North America",www.mavenview.com,,"$2,437,741",Seed,5,—,—
Pre Seed Round - RADiCAL,Pre-Seed,Seed,"$1,600,000","Nov 1, 2018",RADiCAL,"AI-powered 3D motion tracking for everyone, everywhere.","3D Technology, Animation, Artificial Intelligence, Graphic Design, Human Computer Interaction, Software",Women Founded,"New York, New York, United States, North America",radicalmotion.com,,"$1,600,000",Seed,2,—,4
Seed Round - Optima Process Systems,Seed,Seed,"$318,451","Sep 27, 2018",Optima Process Systems,Optima Process Systems provides energy solutions for the renewable and fossil fuel industry.,"Energy, Fossil Fuels, Industrial Engineering, Oil and Gas, Renewable Energy, Shipping",—,"Charleston, South Carolina, United States, North America",optimasystemsinc.com/,,"$318,451",Seed,1,—,—
Seed Round - Lia,Seed,Seed,"$2,603,000","Nov 9, 2018",Lia,Lia Diagnostics develops flush-able and eco-friendly pregnancy test.,"Health Care, Health Diagnostics, Medical Device, Personal Health",Women Founded,"Philadelphia, Pennsylvania, United States, North America",meetlia.com,,"$2,628,955",Seed,9,The Pink Ceiling,4
Seed Round - Nodle.io,Seed,Seed,"$1,500,000","Sep 13, 2018",Nodle.io,Nodle offers low cost and low energy connectivity service for the Internet of things using smartphones as a base station.,"Energy, Internet, Internet of Things, Telecommunications",—,"San Francisco, California, United States, North America",nodle.io/,,"$10,000,000",—,5,Blockchange Ventures,7
Pre Seed Round - SendCutSend.com,Pre-Seed,Seed,"$1,000","Nov 1, 2018",SendCutSend.com,Cloud-Based Rapid Manufacturing,"Industrial Automation, Laser, Made to Order, Manufacturing, Robotics",—,"Reno, Nevada, United States, North America",sendcutsend.com,,"$1,000",Seed,1,—,—
Pre Seed Round - Echo Ridge,Pre-Seed,Seed,"$150,000","Nov 2, 2018",Echo Ridge,"Regulatory and legislative predictive analytics for hedge funds, PE, and ERM.","FinTech, Information Technology, Predictive Analytics",—,"Concord, New Hampshire, United States, North America",www.echoridge.io,,"$760,000",Seed,4,—,—
Seed Round - Athletic Brewing,Seed,Seed,"$500,000","Sep 21, 2018",Athletic Brewing,Athletic Brewing is a food and beverage company that specializes in manufacturing non-alcoholic craft beer.,"Brewing, Craft Beer, Food and Beverage",—,"Stratford, Connecticut, United States, North America",www.athleticbrewing.com,,"$235,965,291",—,12,—,—
Pre Seed Round - LookStyler,Pre-Seed,Seed,"$490,000","Oct 1, 2018",LookStyler,"LookStyler is a global marketplace for fashion tourism based in NY, curating virtual, XR hybrid and in-person travel shopping experiences","E-Commerce Platforms, Fashion, Travel",Women Founded,"New York, New York, United States, North America",lookstyler.com/,,"$490,000",Seed,1,—,—
Pre Seed Round - Gaming Frog,Pre-Seed,Seed,"$150,000","Nov 1, 2018",Gaming Frog,Tournament platform for the largest video gaming communities in the world.,"Communities, eSports, Gaming, Internet, Sports, Video, Video Games",—,"Miami, Florida, United States, North America",www.gamingfrog.com,,"$150,000",Seed,1,—,1
Seed Round - Apollo Med Innovations,Seed,Seed,"$500,000","Sep 21, 2018",Apollo Med Innovations,Apollo Med Innovations support physicians in choosing the right aesthetic devices to meet their parent needs and add new revenue streams.,Cosmetics,—,"Peachtree City, Georgia, United States, North America",apollomedinnovations.com/,,"$735,000",Seed,2,—,—
Pre Seed Round - Queen of Raw,Pre-Seed,Seed,"$360,000","Sep 14, 2018",Queen of Raw,Science-based software that drives supply chain efficiencies for more sustainable and profitable business,"Blockchain, Information Technology, Software, Sustainability","Women Founded, Women Led","New York, New York, United States, North America",www.queenofraw.com/,,"$1,460,000",—,6,—,—
Seed Round - AavGo,Seed,Seed,"$2,000,000","Oct 10, 2018",AavGo,"AavGo offers reception for hotels, medical offices, events, office space etc.","Events, Hospitality, Hotel, Medical, Resorts, Retail, SaaS, Software",—,"San Jose, California, United States, North America",aavgo.com,,"$12,500,000",Seed,6,GREE Ventures,1
Pre Seed Round - Civ Robotics,Pre-Seed,Seed,"$1,450,000","Sep 30, 2018",Civ Robotics,Civdrone is a construction tech startup aiming to revolutionize land surveying.,"Civil Engineering, Commercial, Drones",—,"San Francisco, California, United States, North America",www.civrobotics.com,,"$7,531,868",Seed,9,—,—
Pre Seed Round - Orderadmin,Pre-Seed,Seed,"$500,000","Nov 1, 2018",Orderadmin,Orderadmin is a warehouse management system and prep software.,"E-Commerce, Logistics, SaaS, Software",—,"New York, New York, United States, North America",www.oawms.com,,"$750,000",Seed,2,—,—
Seed Round - EssCo,Seed,Seed,"$6,000,000","Sep 27, 2018",EssCo,EssCo is a stealth health Care company.,Health Care,—,"Chicago, Illinois, United States, North America",,,"$6,000,000",Seed,1,7wire Ventures,1
Seed Round - Replit,Seed,Seed,"$4,500,000","Oct 22, 2018",Replit,Replit is a browser-based integrated development environment for cross-platform collaborative coding.,"Artificial Intelligence, Cloud Computing, Developer Tools, Information Technology, Software","Middle Eastern / North African Founded, Middle Eastern / North African Led, Women Founded","San Francisco, California, United States, North America",replit.com,,"$202,020,000",Early Stage Venture,8,Andreessen Horowitz,1
Seed Round - oLive: Video Dating App,Seed,Seed,"$1,500,000","Oct 23, 2018",oLive: Video Dating App,oLive creates meaningful interactions between people by connecting individuals from all over the world in live video chat.,"Dating, Mobile Apps, Social Network",Women Founded,"Aventura, Florida, United States, North America",oliveapp.net,,"$1,500,000",Seed,1,—,—
Seed Round - Zeguro,Seed,Seed,"$5,000,000","Nov 5, 2018",Zeguro,Zeguro is a cyber insurance startup focusing on helping small businesses mitigate their cyber risks.,"Cyber Security, Insurance","South Asian Founded, South Asian Led, Women Led","San Francisco, California, United States, North America",www.zeguro.com/,,"$5,000,000",—,5,Mosaik Partners,8
Seed Round - The Flex Co.,Seed,Seed,"$3,600,000","Oct 16, 2018",The Flex Co.,The Flex Co. is the top-selling sustainable period care brand known for creating a more comfortable period for everyone.,"Consumer Goods, E-Commerce, Sex Tech","Women Founded, Women Led","Venice, California, United States, North America",www.flexfits.com,,"$7,720,000",—,7,—,5
Seed Round - MouSensor,Seed,Seed,"$3,300,000","Sep 24, 2018",MouSensor,MouSensor is an early-stage biotech company.,"Biotechnology, Health Care",Women Founded,"New York, New York, United States, North America",www.mousensor.com/,,"$3,300,000",Seed,1,"Alexandria Venture Investments, imec.xpand",4
Seed Round - Kinvolved,Seed,Seed,"$1,500,000","Nov 5, 2018",Kinvolved,Kinvolved is a developer of a social enterprise platform designed to improve student attendance and reduce chronic absenteeism.,"EdTech, Education, Impact Investing",Women Founded,"New York, New York, United States, North America",kinvolved.com/,,"$3,960,000",M&A,10,The Draper Richards Kaplan Foundation,6
Seed Round - Cognaisent,Seed,Seed,"$123,000","Oct 19, 2018",Cognaisent,"Cognaisent specializes in the fields of machine learning, deep learning, artificial intelligence, drug discovery, and molecular analysis.","Artificial Intelligence, Information Technology, Machine Learning",—,"Cambridge, Massachusetts, United States, North America",www.cognaisent.com/,,"$147,000",Seed,2,—,—
Seed Round - LogosBlock,Seed,Seed,"$750,000","Nov 3, 2018",LogosBlock,TradeOps for quantitative trading firms,"Blockchain, Financial Services, FinTech",—,"Bellevue, Washington, United States, North America",logosblock.com/,,"$750,000",Seed,1,—,—
Seed Round - Technori,Seed,Seed,"$1,000,000","Sep 13, 2018",Technori,Technori is a media platform for entrepreneurs and investors.,"Angel Investment, Crowdfunding, Events, Podcast, Publishing, Software, Video",Women Founded,"Chicago, Illinois, United States, North America",technori.com/,,"$1,340,000",Seed,3,"DV Partners, Michael Rothman",2
Seed Round - Six Lines,Seed,Seed,"$29,173","Sep 21, 2018",Six Lines,Six Lines is an app for taking online dating offline.,"Apps, Information Technology, Internet",—,"New York, New York, United States, North America",www.sixlinesapp.com/,,"$29,173",Seed,2,—,—
Seed Round - StealthMail,Seed,Seed,"$600,000","Oct 10, 2018",StealthMail,"StealthMail makes your emails secure and invisible to email relays, hackers, or Public Internet threats.","Cloud Security, Cyber Security, Email, Enterprise Software",—,"San Francisco, California, United States, North America",stealthmail.com,,"$2,700,000",Seed,2,—,1
Seed Round - OffGridBox,Seed,Seed,"$1,600,000","Oct 1, 2018",OffGridBox,Modular and compact unit that provides renewable energy and clean water in remote areas.,"Energy Efficiency, Mobile Payments, Renewable Energy, Solar, Water, Water Purification",—,"Boston, Massachusetts, United States, North America",www.offgridbox.com,,"$2,605,000",Seed,7,—,3
Seed Round - Knack,Seed,Seed,"$300,000","Sep 18, 2018",Knack,Knack is a consumer goods company manufacturing business and travel backpacks.,"Consumer Goods, Manufacturing",—,"Barrington, Rhode Island, United States, North America",knackbags.com,,"$558,424",—,2,—,—
Seed Round - Space Oddity,Seed,Seed,"$150,000","Sep 24, 2018",Space Oddity,Space Oddity is a content studio exploring technology and culture.,"Content, Content Creators, Film, Film Production, Media and Entertainment",—,"Los Angeles, California, United States, North America",www.spaceoddity.xyz,,"$150,000",Seed,1,—,1
Seed Round - VERKOOP,Seed,Seed,"$47,000","Oct 29, 2018",VERKOOP,"Mobile App, E-commerce, Marketplace","E-Commerce, Internet, Marketplace, Mobile Apps, Software","Black / African American Founded, Women Founded","New York, New York, United States, North America",verkoop.app.link,,"$855,000",Early Stage Venture,4,Sydney Cohen,1
Seed Round - Optimal Technology Corporation,Seed,Seed,"$100,000","Oct 1, 2018",Optimal Technology Corporation,Lowering cost of electricity bills by combining ML-enabled monitoring with high efficiency energy tech.,"Clean Energy, Energy, Energy Efficiency, Energy Management, Energy Storage, Renewable Energy, Solar",Black / African American Founded,"Mableton, Georgia, United States, North America",www.getoptimaltech.com,,"$100,000",Seed,2,Backstage Capital,1
Seed Round - Everestlabs.AI,Seed,Seed,"$1,750,000","Oct 10, 2018",Everestlabs.AI,Everestlabs.AI develops an AI-based robotics technology to recover valuable recyclables.,"Artificial Intelligence, Computer Vision, Machine Learning, Robotics, Sensor",—,"Fremont, California, United States, North America",www.everestlabs.ai,,"$21,350,000",Early Stage Venture,5,—,—
Pre Seed Round - Tripalink,Pre-Seed,Seed,"$3,000,000","Oct 1, 2018",Tripalink,Tripalink is a residential brand for student and working professionals driven by technologies.,"Communities, Property Development, Property Management, Real Estate",—,"Los Angeles, California, United States, North America",www.tripalink.com,,"$48,000,000",Early Stage Venture,5,K2VC,2
Seed Round - ShotStop Ballistics,Seed,Seed,"$995,556","Oct 17, 2018",ShotStop Ballistics,ShotStop Ballistics provides solutions for various fortune 100 clients who needed disruptive innovation solutions.,Manufacturing,—,"Stow, Ohio, United States, North America",www.shotstop.net,,"$995,556",Seed,1,—,—
Pre Seed Round - tonebase,Pre-Seed,Seed,"$425,000","Oct 1, 2018",tonebase,tonebase gives you access to educational content produced by the world's greatest musicians and music educators.,"Education, Internet, Music",—,"Los Angeles, California, United States, North America",tonebase.co,,"$4,375,000",Seed,6,Venrex,2
Seed Round - rct AI,Seed,Seed,"$1,500,000","Sep 25, 2018",rct AI,Providing AI solutions to the game industry,"3D Technology, Artificial Intelligence, Gaming, Machine Learning",—,"Burbank, California, United States, North America",rct.ai/,,"$25,728,945",Early Stage Venture,5,Sky Saga Capital,1
Seed Round - Ardley Technologies,Seed,Seed,"$195,000","Sep 25, 2018",Ardley Technologies,Ardley Technologies is in a stealth mode.,Information Technology,—,"Purcellville, Virginia, United States, North America",,,"$195,000",Seed,1,—,—
Seed Round - Gin & Luck,Seed,Seed,"$2,195,500","Nov 9, 2018",Gin & Luck,"Gin & Luck provides information on making, creating, craft, nightlife, booze, travel, and characters.","Consulting, Information Services, Wine And Spirits",—,"New York, New York, United States, North America",www.ginandluck.com,,"$2,347,222",Seed,2,—,—
Seed Round - UrSure,Seed,Seed,"$865,000","Nov 8, 2018",UrSure,"UrSure is a medication adherence company based in Boston, Massachusetts.","Health Care, Medical, Medical Device, Personal Health",Women Founded,"Boston, Massachusetts, United States, North America",www.ursureinc.com,,"$2,786,800",M&A,5,—,—
Pre Seed Round - Workbond,Pre-Seed,Seed,"$115,000","Nov 1, 2018",Workbond,Workbond offers an SaaS that builds a meaningful relationships by connecting co-workers through interest based groups and activities.,"SaaS, Software",—,"San Jose, California, United States, North America",www.workbond.us/,,"$223,000",Seed,2,—,—
Seed Round - Twizted Design,Seed,Seed,"$360,000","Nov 7, 2018",Twizted Design,"Twizted Design is a software solutions company for graphics production in marketing, advertising, media, entertainment and beyond.","Broadcasting, Cloud Data Services, Content Creators, Data Integration, Media and Entertainment, Software, TV Production, Video Advertising",—,"New York, New York, United States, North America",twizted-design.com/,,"$660,000",Seed,4,—,1
Seed Round - Saykara,Seed,Seed,"$5,000,000","Sep 13, 2018",Saykara,Saykara has developed the first voice-enabled mobile AI assistant to automate physician charting.,"Artificial Intelligence, Health Care, Information Technology, Machine Learning, SaaS",—,"Seattle, Washington, United States, North America",saykara.com/,,"$7,500,000",M&A,2,Madrona,4
Seed Round - Hmatix Inc,Seed,Seed,"$500,000","Oct 3, 2018",Hmatix Inc,Stealth cyber-security startup for Health Care,"Cyber Security, Health Care, Information Technology, Security",—,"Sunnyvale, California, United States, North America",hmatix.com,,"$500,000",Seed,1,—,—
Pre Seed Round - Atexto,Pre-Seed,Seed,"$325,000","Oct 1, 2018",Atexto,Atexto is the voice data solution the world needs to get rid of keyboards and adopt voice interfaces.,"Artificial Intelligence, Biometrics, Call Center, Cloud Data Services, Crowdsourcing, Data Integration, Data Visualization, Developer Platform, Machine Learning, Speech Recognition","Hispanic / Latine Founded, Women Founded","San Francisco, California, United States, North America",atexto.com,,"$1,128,000",Seed,5,—,4
Seed Round - ZenLedger,Seed,Seed,"$1,500,000","Sep 17, 2018",ZenLedger,ZenLedger analyzes and simplifies cryptocurrency taxes to help investors and tax professionals in portfolio management.,"Accounting, Blockchain, Cryptocurrency, Financial Services, FinTech",—,"Bellevue, Washington, United States, North America",www.zenledger.io/,,"$25,900,000",Early Stage Venture,4,Vestigo Ventures,2
Seed Round - Lunewave,Seed,Seed,"$5,000,000","Sep 20, 2018",Lunewave,Lunewave provides Luneburg lens-based antenna and automotive radar sensor system.,"Autonomous Vehicles, Electrical Distribution, Electronics, Sensor",Women Founded,"Tucson, Arizona, United States, North America",lunewave.com/,,"$14,102,389",Early Stage Venture,6,Fraser McCombs Capital,3
Pre Seed Round - uDroppy,Pre-Seed,Seed,"$878,500","Oct 5, 2018",uDroppy,A marketplace that links the “creator economy” of micro businesses and individuals with suppliers who can drop ship merchandise on demand,"E-Commerce, Marketplace, SaaS, Software",Hispanic / Latine Founded,"San Francisco, California, United States, North America",udroppy.com/,,"$2,425,500",Seed,4,—,—
Seed Round - BCMC Tillamook,Seed,Seed,"$1,281,515","Sep 19, 2018",BCMC Tillamook,BCMC Tillamook is a Commercial company.,Commercial,—,"Portland, Oregon, United States, North America",www.tillamookrow.com,,"$1,281,515",Seed,1,—,—
Seed Round - SciArt Software,Seed,Seed,"$530,000","Oct 30, 2018",SciArt Software,SciArt Software’s technology enables more efficient design of physical parts through the use of generative design.,"CAD, Mechanical Engineering, Product Design, Simulation, Software","South Asian Led, Women Founded","Madison, Wisconsin, United States, North America",www.sciartsoft.com,,"$873,007",—,5,Idea Fund of La Crosse,1
Seed Round - Airwavz.tv,Seed,Seed,"$360,000","Nov 1, 2018",Airwavz.tv,"Hyper-Precise headline and breaking news, on the web and on TV","Broadcasting, Digital Media, TV","Women Founded, Women Led","Washington, District of Columbia, United States, North America",airwavz.tv,,"$610,000",Seed,2,—,—
Seed Round - Simplex Health,Seed,Seed,"$500,000","Oct 1, 2018",Simplex Health,"By reimaining medicine, Simplex Health prevents and reverses chronic disease","Health Care, Medical, Nutrition",—,"Ambler, Pennsylvania, United States, North America",www.simplexhealth.com,,"$1,300,000",Early Stage Venture,2,—,—
Pre Seed Round - Journey Foods,Pre-Seed,Seed,"$405,000","Nov 8, 2018",Journey Foods,Journey Foods solves food science and supply chain inefficiencies with enterprise software to help companies feed 8 billion people better.,"Artificial Intelligence, Data Visualization, Food Processing, Industrial Automation, Machine Learning, Nutrition, SaaS, Snack Food, Software, Supply Chain Management","Black / African American Founded, Women Founded, Women Led","Austin, Texas, United States, North America",journeyfoods.io,,"$2,505,000",Seed,10,—,—
Pre Seed Round - Qardian Labs,Pre-Seed,Seed,"$16,500","Oct 1, 2018",Qardian Labs,Qardian Labs is a medical software company that offers AI-based solutions for heart diseases.,"Analytics, Artificial Intelligence, Information Technology, Machine Learning",Women Founded,"Knoxville, Tennessee, United States, North America",www.qardianlab.com,,"$16,500",Seed,3,—,—
Seed Round - Bottega,Seed,Seed,"$750,000","Sep 23, 2018",Bottega,Bottega is an online learning platform to develop coding skills.,"Higher Education, Skill Assessment, Software, STEM Education",—,"South Jordan, Utah, United States, North America",bottega.tech/,,"$4,153,025",Early Stage Venture,5,—,—
Pre Seed Round - Senclo,Pre-Seed,Seed,"$30,000","Sep 24, 2018",Senclo,Senclo is a technology related news publishing company.,"Consumer Electronics, Internet of Things, Mobile Apps",Women Founded,"Renton, Washington, United States, North America",www.senclo.com,,"$300,406",Seed,4,InNEVator Blockchain Accelerator,1
Seed Round - Praxis,Seed,Seed,"$1,100,000","Sep 20, 2018",Praxis,Praxis is a startup apprenticeship program. It pairs a 6-month remote professional bootcamp with 6-month paid apprenticeships at startups.,"Higher Education, Personal Development, Training, Vocational Education",—,"Charleston, South Carolina, United States, North America",www.discoverpraxis.com,,"$1,750,000",Seed,3,—,1
Seed Round - Apostrophe,Seed,Seed,"$5,500,000","Oct 15, 2018",Apostrophe,Apostrophe offers an intelligent health benefits platform that delivers benefits for less money to self-insured employers of any size.,"Employee Benefits, Health Care, Health Insurance, Insurance, Software","Women Founded, Women Led","Denver, Colorado, United States, North America",apostrophe.health,,"$16,326,153",—,5,—,8
Pre Seed Round - HAVERHILL,Pre-Seed,Seed,"$100,000","Oct 1, 2018",HAVERHILL,HAVERHILL is a jewelry store founded by designer Haverhill Leach.,"E-Commerce, Fashion, Jewelry",Women Founded,"Warren, Rhode Island, United States, North America",haverhill.com/,,"$690,000",Seed,3,—,—
Pre Seed Round - Panacea.Ag,Pre-Seed,Seed,"$110,000","Sep 17, 2018",Panacea.Ag,"Panacea.Ag is a technology company focused on creating efficient, resilient and sustainable local food ecosystems.","Agriculture, AgTech, Artificial Intelligence, GreenTech, Industrial Automation, Sustainability",—,"Pittsburgh, Pennsylvania, United States, North America",www.panacea.ag,,"$235,000",Seed,3,Innovation Works,1
Pre Seed Round - BuildStream,Pre-Seed,Seed,"$100,000","Nov 10, 2018",BuildStream,Payroll and recruitment platform helping the construction industry hire and retain talented site teams.,"Compliance, Construction, Infrastructure, Payments, SaaS",—,"New York, New York, United States, North America",www.buildstream.co,,"$2,115,776",Seed,5,URBAN-X,1
Seed Round - Repair Biotechnologies,Seed,Seed,"$500,000","Sep 15, 2018",Repair Biotechnologies,Repair Biotechnologies is a biotechnology company developing therapies based on the cholesterol-degrading platform.,"Biotechnology, Health Care, Medical",—,"Syracuse, New York, United States, North America",www.repairbiotechnologies.com/,,"$11,039,479",—,6,—,1
Seed Round - Brandzooka,Seed,Seed,"$2,718,000","Oct 15, 2018",Brandzooka,"Brandzooka is a self-service advertising platform that lets companies of any size place premium, targeted digital ads online and on CTV.","Advertising, Advertising Platforms, Digital Marketing, Marketing, SaaS, Software, Video","Women Founded, Women Led","Boulder, Colorado, United States, North America",brandzooka.com/,,"$11,378,000",Early Stage Venture,6,—,1
Seed Round - Techmetics Robotics,Seed,Seed,"$370,000","Nov 3, 2018",Techmetics Robotics,Autonomous Mobile Robot (AMR) Manufacturer focusing Healthcare sector,"Artificial Intelligence, Autonomous Vehicles, Health Care, Human Computer Interaction, Industrial Automation, Manufacturing, Medical, Robotics",South Asian Founded,"Roseville, California, United States, North America",techmetics-group.com/,,"$4,300,000",Early Stage Venture,4,"SCB Group, Siri Ventures",2
Seed Round - BINO,Seed,Seed,"$150,000","Nov 1, 2018",BINO,BINO allows users to measure customer experience with the help of mystery shopper visits in 100% self-service mode.,"Analytics, Computer, Customer Service, E-Commerce, Software",—,"New York, New York, United States, North America",getbino.com,,"$480,000",Seed,3,—,1
Seed Round - Shujinko,Seed,Seed,"$2,800,000","Oct 11, 2018",Shujinko,Shujinko is a software as a service (SaaS) that enables organizations to quickly build compliant environments.,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, SaaS, Software",—,"Seattle, Washington, United States, North America",www.shujinko.io/,,"$10,300,000",Early Stage Venture,2,—,5
Pre Seed Round - Lilac DPI,Pre-Seed,Seed,"$200,000","Sep 17, 2018",Lilac DPI,Analytics-Applied Matrix Vision,Analytics,Women Founded,"San Francisco, California, United States, North America",lilacdpi.com,,"$200,000",Seed,1,—,1
Seed Round - Privacera,Seed,Seed,"$3,800,000","Oct 10, 2018",Privacera,Privacera is a SaaS-based data security and governance platform that offers data sharing without compromising regulatory compliance.,"Big Data, Cloud Security, Compliance, Cyber Security, SaaS",—,"San Francisco, California, United States, North America",www.privacera.com,,"$67,300,000",Early Stage Venture,3,Cervin Ventures,2
Seed Round - SideChef,Seed,Seed,"$1,000,000","Oct 22, 2018",SideChef,SideChef is an online platform that provides step-by-step recipes for new and amateur cooks.,"Apps, Cooking, Food and Beverage, Internet of Things, Smart Home, Software",—,"San Francisco, California, United States, North America",www.sidechef.com/,,"$7,000,000",Early Stage Venture,3,—,2
Pre Seed Round - Guild,Pre-Seed,Seed,"$255,000","Sep 20, 2018",Guild,Guild is an investing and financial education mobile app for the military community.,"Financial Services, FinTech, Personal Finance, Trading Platform",—,"Brooklyn, New York, United States, North America",guild.financial,,"$755,000",Seed,2,—,—
Pre Seed Round - AirCoHosts,Pre-Seed,Seed,"$10,000","Nov 6, 2018",AirCoHosts,Home Improvement Loans without out of pocket repayments,Financial Services,—,"Houston, Texas, United States, North America",aircohosts.com/,,"$40,000",Seed,2,—,1
Pre Seed Round - Lokals,Pre-Seed,Seed,"$125,000","Nov 1, 2018",Lokals,A sharing economy travel app redefining global tourism via a peer-to-peer online marketplace.,"Leisure, Mobile Apps",—,"Florida, New York, United States, North America",lokals.app,,"$375,000",Seed,2,—,—
Pre Seed Round - Ubuntoo,Pre-Seed,Seed,"$535,000","Oct 1, 2018",Ubuntoo,Ubuntoo is a global collaboration platform for accelerating the achievement of the United Nations Sustainable Development Goals.,"Collaboration, Internet, Sustainability, Waste Management",—,"Atlanta, Georgia, United States, North America",ubuntoo.com,,"$3,835,000",Seed,2,—,—
Seed Round - CareSignal,Seed,Seed,"$6,500,000","Oct 1, 2018",CareSignal,"CareSignal is provide real-time, actionable data to support proactive outreach to your at-risk patients.",Health Care,"South Asian Founded, South Asian Led","St Louis, Missouri, United States, North America",www.caresignal.health/,,"$7,500,000",M&A,4,Cultivation Capital,1
Seed Round - Lightsource Alliance,Seed,Seed,"$80,000","Sep 18, 2018",Lightsource Alliance,Lightsource Alliance is stealth company.,"Association, Information Technology, Non Profit",—,"Cody, Wyoming, United States, North America",,,"$80,000",Seed,1,—,—
Seed Round - Western Rise,Seed,Seed,"$1,000,000","Oct 30, 2018",Western Rise,Western Rise manufactures an apparel line that offers everyday performance clothing.,"Fashion, Manufacturing, Wearables","Women Founded, Women Led","Telluride, Colorado, United States, North America",westernrise.com,,"$3,607,279",—,3,—,1
Pre Seed Round - Learning HubLab,Pre-Seed,Seed,"$5,000","Oct 16, 2018",Learning HubLab,Laboratorio en Innovación Educativa,"Education, Software Engineering",Hispanic / Latine Founded,"Valparaiso, Indiana, United States, North America",,,"$205,000",Private Equity,4,—,—
Pre Seed Round - QuayChain,Pre-Seed,Seed,"$500,000","Sep 18, 2018",QuayChain,QuayChain builds digital infrastructure in multi-user industrial locations to create Smart Industrial Hubs .,"Industrial, Information Technology, Supply Chain Management, Wireless",—,"Los Angeles, California, United States, North America",www.quaychain.com,,"$850,000",Seed,2,—,1
Seed Round - Fusion Funnel,Seed,Seed,"$300,000","Oct 31, 2018",Fusion Funnel,Fusion Funnel is an automation software that gathers customer information for sales and marketing teams.,"Advertising, Marketing, Software",—,"Santa Fe, New Mexico, United States, North America",fusionfunnel.com/,,"$300,000",Seed,1,OneTen Capital,1
Seed Round - Beecker,Seed,Seed,"$2,000,000","Nov 5, 2018",Beecker,"Beecker is a leading RPA/AI/ML services company. It has 200+ employees and is headquartered in The Woodlands, Texas.","Information Services, Information Technology, Software","Hispanic / Latine Founded, Hispanic / Latine Led","The Woodlands, Texas, United States, North America",www.beecker.ai,,"$2,000,000",Private Equity,3,LID Group (LATAM),2
Pre Seed Round - ComposedPro,Pre-Seed,Seed,"$250,000","Sep 30, 2018",ComposedPro,"A digital investment introducing the Employer-Coordinated Portfolio™.  Finally, someone looking at the big picture of all your accounts.",Financial Services,—,"Houston, Texas, United States, North America",www.composedpro.com,,"$250,000",Seed,1,—,—
Seed Round - Kangarootime,Seed,Seed,"$300,000","Oct 12, 2018",Kangarootime,Kangarootime is a software platform for connecting families to childcare providers.,"Child Care, EdTech, Software",—,"Buffalo, New York, United States, North America",www.kangarootime.com,,"$37,500,000",Early Stage Venture,9,43North,1
Seed Round - DataGrail,Seed,Seed,"$4,000,000","Sep 20, 2018",DataGrail,DataGrail is the Privacy Control Center for modern brands to reduce risk and build trust.,"Compliance, Enterprise Software, Privacy",Hispanic / Latine Founded,"San Francisco, California, United States, North America",www.datagrail.io,,"$84,200,000",Late Stage Venture,5,Cloud Apps Capital Partners,5
Seed Round - D3 Golf - Dollar Dollar Dollar,Seed,Seed,"$614,000","Oct 1, 2018",D3 Golf - Dollar Dollar Dollar,D3 Golf is a SaaS platform where golfers wager on their own skill against one opponent or many.,"eSports, Gaming, Golf, Mobile Apps, Software",—,"Grass Valley, California, United States, North America",www.dollardollardollar.net,,"$1,039,000",Seed,4,—,—
Seed Round - Heliponix,Seed,Seed,"$608,255","Sep 28, 2018",Heliponix,Heliponix is a agricultural firm that develops products for users to enjoy fresher produce while reducing water and food waste.,"Agriculture, Aquaculture, CleanTech, Farming, Hydroponics",—,"Evansville, Indiana, United States, North America",www.gropod.io/,,"$1,164,255",Seed,6,—,—
Seed Round - Global Digital Mercantile Holdings,Seed,Seed,"$730,770","Sep 26, 2018",Global Digital Mercantile Holdings,Global Digital Mercantile Holdings is provides banking and financial services.,"Banking, Financial Services",—,"New York, New York, United States, North America",,,"$730,770",Seed,1,—,—
Seed Round - Tettra,Seed,Seed,"$590,000","Oct 18, 2018",Tettra,Tettra is a wiki software that helps teams manage and share organizational knowledge.,"Collaboration, Enterprise Software, Internet, Knowledge Management, SaaS, Software",—,"Boston, Massachusetts, United States, North America",tettra.com,,"$1,579,000",Seed,6,—,1
Seed Round - Lines Up,Seed,Seed,"$250,000","Oct 2, 2018",Lines Up,"Lines Up is provides the principle platforms for opinion, commentary and debate on utility regulation and policy.","Consulting, Professional Services",—,"Arlington, Virginia, United States, North America",www.fortnightly.com/,,"$250,000",Seed,1,—,—
Pre Seed Round - POINT,Pre-Seed,Seed,"$200,000","Sep 19, 2018",POINT,POINT is one app for you to find charity opportunities in your city.,"Apps, Association, Social Impact","Women Founded, Women Led","Columbus, Ohio, United States, North America",pointapp.org/,,"$300,000",Seed,2,—,—
Seed Round - Securosis,Seed,Seed,"$2,500,000","Oct 17, 2018",Securosis,"Securosis is an information security research and advisory firm dedicated to transparency, objectivity, and quality.",Cyber Security,—,"Phoenix, Arizona, United States, North America",securosis.com,,"$2,500,000",Seed,1,—,2
