Transaction Name,Funding Type,Funding Stage,Money Raised,Announced Date,Organization Name,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors
Seed Round - Hopscotch,Seed,Seed,"$6,100,000","Mar 8, 2022",Hopscotch,"Instant, fee-free payments for freelancers and small businesses.","B2B, Financial Services, FinTech, Payments","Black / African American Founded, Black / African American Led","New York, New York, United States, North America",gohopscotch.com,,"$9,700,000",Seed,2,"Shine Capital, Stellation Capital",8
Seed Round - Glean AI,Seed,Seed,"$7,800,000","Mar 8, 2022",Glean AI,Glean unlocks the powerful data detailed in vendor invoices/receipts to	surface relevant spend insights and drive spend accountability,"Artificial Intelligence, FinTech, Machine Learning, Payments, SaaS, Software",—,"New York, New York, United States, North America",glean.ai,,"$10,800,000",Seed,3,Contour Venture Partners,9
Pre Seed Round - Herd App,Pre-Seed,Seed,"$120,000","Mar 7, 2022",Herd App,Herd App is a messaging and photo-sharing social platform designed for digital wellness.,"Messaging, Photo Sharing, Social, Wellness",—,"San Francisco, California, United States, North America",www.herdsocial.co/,,"$120,000",Seed,2,Techstars,1
Pre Seed Round - gigaroo,Pre-Seed,Seed,"$2,500,000","Feb 1, 2022",gigaroo,gigaroo provides GenZ with financial stability in the service industry,"B2C, FinTech",—,"Austin, Texas, United States, North America",gigarooapp.com,,"$5,000,000",Seed,2,—,3
Pre Seed Round - Fanbase,Pre-Seed,Seed,"$20,000","Feb 11, 2022",Fanbase,"Fanbase is a photo, video, audio chat, live streaming, and long-form video app that enables users to monetize their posts via subscribers.",Social Media,—,"Atlanta, Georgia, United States, North America",fanbase.app/,,"$9,520,588",Seed,5,Techstars,1
Seed Round - Emotive,Seed,Seed,"$25,000,000","Feb 17, 2022",Emotive,Emotive is a conversational SMS platform for e-commerce.,"B2B, Marketing, Software",—,"Los Angeles, California, United States, North America",emotive.io,,"$103,200,000",Early Stage Venture,6,—,—
Seed Round - Herd of Zebras,Seed,Seed,"$500,000","Feb 10, 2022",Herd of Zebras,Herd of Zebras is an all-inclusive solution that reconnects sports leagues and referees.,"Information Technology, Software, Sports",—,"Highlands Ranch, Colorado, United States, North America",herdofzebras.com/,,"$750,000",Seed,3,—,—
Seed Round - Savvy Wealth,Seed,Seed,"$7,300,000","Feb 24, 2022",Savvy Wealth,Savvy Wealth is a technology-driven wealth management firm with an emphasis on building software.,"Financial Services, FinTech, Information and Communications Technology (ICT), Software, Wealth Management",—,"New York, New York, United States, North America",savvywealth.com/,,"$18,300,000",Early Stage Venture,2,"Index Ventures, Thrive Capital",8
Seed Round - Common Paper,Seed,Seed,"$4,500,000","Mar 1, 2022",Common Paper,Common Paper develops contract collaboration software to improve the process of commercial contracting.,"Information Technology, Legal Tech, Software",—,"Philadelphia, Pennsylvania, United States, North America",www.commonpaper.com/,,"$5,000,000",—,2,"boldstart ventures, Uncork Capital",4
Seed Round - Gem Health,Seed,Seed,"$3,000,000","Mar 7, 2022",Gem Health,Gem Health provides diagnosis treatment to ongoing support to the provider.,Health Care,—,"Minneapolis, Minnesota, United States, North America",www.gem.health,,"$4,955,334",Seed,4,—,—
Seed Round - Chargezen,Seed,Seed,"$5,000,000","Mar 15, 2022",Chargezen,Chargezen is a suite of best-in-class tools that enable DTC brands make more money from existing customers.,"Analytics, E-Commerce, Retail, SaaS, Software",—,"San Francisco, California, United States, North America",chargezen.com,,"$5,000,000",Seed,2,—,—
Pre Seed Round - Quantivly,Pre-Seed,Seed,"$1,700,000","Feb 16, 2022",Quantivly,Quantivly is an imaging provider of information about radiology operations.,"Analytics, Computer Vision, Data Integration, Data Visualization, Developer APIs, Health Care, Medical",—,"Boston, Massachusetts, United States, North America",www.quantivly.com,,"$2,115,499",Seed,3,Nina Capital,3
Seed Round - Stark,Seed,Seed,"$6,000,000","Feb 12, 2022",Stark,Stark is a tool uses by the designers and developers for software products to be accessible and compliant.,"Information Technology, Internet, Software","Women Founded, Women Led","New York, New York, United States, North America",www.getstark.co/,,"$8,000,000",Seed,2,Uncork Capital,17
Seed Round - HealthRhythms,Seed,Seed,"$11,000,000","Feb 3, 2022",HealthRhythms,HealthRhythms develops a mental health assessment and treatment platform to measure and monitor health conditions.,"Health Care, Machine Learning, Mobile, Sensor",Women Founded,"Cambridge, Massachusetts, United States, North America",www.healthrhythms.com,,"$13,100,000",Seed,3,"Brook Byers, GSR Ventures",5
Pre Seed Round - Clever FM,Pre-Seed,Seed,"$60,000","Feb 1, 2022",Clever FM,"Clever FM specializes in developing audio-friendly, community-enhancing tools that allow podcast hosts to connect with their listeners.",—,—,"Los Angeles, California, United States, North America",clever.fm,,"$60,000",Seed,1,Techstars,1
Pre Seed Round - Otologic Technologies,Pre-Seed,Seed,"$50,000","Feb 5, 2022",Otologic Technologies,Otologic Technologies develops AI tools for ear exams.,"Artificial Intelligence, Biotechnology, Health Care, Health Diagnostics, Medical",—,"Madison, Wisconsin, United States, North America",otologictech.com/,,"$705,000",Seed,4,—,—
Seed Round - Reveri,Seed,Seed,"$1,800,000","Feb 9, 2022",Reveri,"Hypnotize yourself to relieve pain and stress, improve your sleep, and build better habits.","Fitness, Health Care, Wellness",—,"Stinson Beach, California, United States, North America",reveri.com,,"$1,800,000",Seed,1,InReach Ventures,6
Seed Round - Profi,Seed,Seed,"$8,000,000","Feb 17, 2022",Profi,"Profi is an operating platform for professional service firms, servicing coaching, consulting, and training businesses.","Information Services, Professional Services, SaaS, Software",Women Founded,"Los Angeles, California, United States, North America",www.profi.io,,"$8,000,000",Seed,1,—,—
Seed Round - Base64.ai,Seed,Seed,"$1,500,000","Feb 25, 2022",Base64.ai,Intelligent document processing,"Artificial Intelligence, Document Management, Information Technology, Machine Learning, SaaS, Software",—,"New York, New York, United States, North America",base64.ai,,"$1,820,000",Seed,2,Long Journey Ventures,8
Pre Seed Round - Neura Health,Pre-Seed,Seed,"$2,300,000","Feb 2, 2022",Neura Health,Neura Health is a venture-backed startup with a mission to improve access and quality of care for neurological conditions.,Health Care,"Women Founded, Women Led","New York, New York, United States, North America",www.neurahealth.co/,,"$10,300,000",Seed,2,Pear VC,6
Pre Seed Round - Ramper,Pre-Seed,Seed,"$3,000,000","Mar 11, 2022",Ramper,Ramper provides simple login for blockchain applications to remove friction preventing the adoption of web3.,"Blockchain, Developer APIs, Software",—,"San Francisco, California, United States, North America",www.ramper.xyz/,,"$3,000,000",—,2,Hashed,9
Seed Round - Durable,Seed,Seed,"$4,250,000","Mar 1, 2022",Durable,"Durable is an online platform that assists service businesses with the setup, templates, marketing, and invoicing of their company.","Billing, Business Development, Marketing, Software",—,"San Francisco, California, United States, North America",durable.co/,,"$12,500,000",Seed,3,Altman Capital,1
Seed Round - Neurobit,Seed,Seed,"SGD1,600,000","Feb 20, 2022",Neurobit,"Neurobit uses sleep as a biomarker across age, gender and race to predict and prevent adverse health outcomes well before they happen.","Artificial Intelligence, Big Data, Fitness, Health Care, Health Diagnostics, Home Health Care, Neuroscience, Personal Health, Wellness",East Asian Led,"New York, New York, United States, North America",www.neurobit.com/,,"SGD2,007,000",Seed,6,—,—
Seed Round - spokenote,Seed,Seed,"$755,000","Feb 18, 2022",spokenote,"Spokenote provides labels, tags, and notecards allowing individuals to create and share personalized video messages.","Information Technology, Personalization, Social Network, Software, Video",—,"Fishers, Indiana, United States, North America",www.spokenote.com/,,"$1,076,338",Seed,2,—,—
Seed Round - Pluralytics,Seed,Seed,"$1,750,000","Mar 1, 2022",Pluralytics,The first AI language intelligence & generation solution built to help companies & brands resonate based on the words they choose.,"Artificial Intelligence, Digital Marketing, Enterprise Software, Machine Learning, Marketing Automation, Natural Language Processing","Middle Eastern / North African Led, Women Founded, Women Led","Minneapolis, Minnesota, United States, North America",www.pluralytics.com,,"$4,600,000",Seed,6,—,—
Pre Seed Round - Awaken Tax,Pre-Seed,Seed,"$400,000","Mar 11, 2022",Awaken Tax,The first tax software built for web3.,"Cryptocurrency, Software",—,"San Francisco, California, United States, North America",awaken.tax,,"$400,000",Seed,1,—,—
Seed Round - AI Insurance,Seed,Seed,"$3,800,000","Mar 1, 2022",AI Insurance,"AI Insurance is an insurance management platform that manages policies, claims, and insurance services.","Artificial Intelligence, Insurance, InsurTech, Software",—,"San Francisco, California, United States, North America",www.aiinsurance.io,,"$4,950,000",Seed,3,Haymaker Ventures,1
Pre Seed Round - Karma Trade,Pre-Seed,Seed,"$125,000","Mar 1, 2022",Karma Trade,Shop local stores in your neighborhood,Retail Technology,—,"Miami, Florida, United States, North America",www.karmatrade.com,,"$125,000",Seed,1,—,—
Seed Round - LISA Insurtech,Seed,Seed,"$2,500,000","Feb 15, 2022",LISA Insurtech,LISA Insurtech is an insurtech company that uses artificial intelligence to automate the management of insurance claims.,"Artificial Intelligence, Insurance, InsurTech, Machine Learning","Hispanic / Latine Founded, Women Led","Columbus, Ohio, United States, North America",www.lisainsurtech.com,,"$2,500,000",Seed,4,—,0
Seed Round - Forte,Seed,Seed,"$350,000","Feb 7, 2022",Forte,Forte uses audio and video conferencing to improve online music education.,"E-Learning, Music, Music Education",—,"New York, New York, United States, North America",fortelessons.com/,,"$350,000",Seed,1,Bling Capital,3
Seed Round - BioCoach,Seed,Seed,"$4,000,000","Mar 16, 2022",BioCoach,BioCoach is helping the 1 out of 2 Americans with metabolic dysfunction take control of their health.,"Consumer, Education, Fitness, Health Care, Health Diagnostics",Hispanic / Latine Led,"Minneapolis, Minnesota, United States, North America",www.BioCoach.io,,"$5,500,000",Seed,3,SecretLab,1
Pre Seed Round - Soon,Pre-Seed,Seed,"$500,000","Feb 23, 2022",Soon,Soon is a fully automated cryptocurrency investing platform to help users build wealth without the stress of speculating.,"Banking, Cryptocurrency, Financial Services, FinTech, Information Technology",—,"Lehi, Utah, United States, North America",www.soon.app,,"$1,500,000",Seed,2,Y Combinator,2
Pre Seed Round - Azuki,Pre-Seed,Seed,"$500,000","Mar 10, 2022",Azuki,Read the latest Japanese comics in English as soon as they come out in Japan,—,—,"San Francisco, California, United States, North America",www.azuki.co/,,"$593,500",Seed,2,—,2
Seed Round - GritWell,Seed,Seed,"$2,500,000","Feb 3, 2022",GritWell,GritWell is a virtual care platform where AI enables providers to deliver a new standard of chronic care,"Health Care, Mobile Apps, Wellness","Women Founded, Women Led","San Francisco, California, United States, North America",www.grit-well.com/,,"$2,780,000",Seed,2,Peterson Ventures,6
Seed Round - ivee,Seed,Seed,"$4,000,000","Mar 1, 2022",ivee,Ivee empowers patients to receive at-home health and wellness services.,"Health Care, Home Health Care, Wellness",—,"Brooklyn, New York, United States, North America",iveeapp.com,,"$9,100,000",Seed,3,—,1
"Seed Round - Blue71, Inc.",Seed,Seed,"$1,000,000","Feb 2, 2022","Blue71, Inc.",Blue71 is all about crowd sourced enablement to effect sustainable conservation change.,"E-Commerce, Information Technology",—,"Key Largo, Florida, United States, North America",Blue71.io,,"$1,000,000",Seed,1,—,—
Pre Seed Round - Snowball Wealth,Pre-Seed,Seed,"$750,000","Mar 1, 2022",Snowball Wealth,Snowball Wealth offers a mobile app designed to help users tackle debt and build generational wealth.,"Financial Services, FinTech, Information Technology, Mobile Apps, Personal Finance","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","San Francisco, California, United States, North America",www.snowballwealth.com,,"$3,200,000",Seed,4,—,1
Pre Seed Round - Alby,Pre-Seed,Seed,"$2,100,000","Feb 28, 2022",Alby,Reinventing the ecommerce store using large language models.,E-Commerce,—,"Brooklyn, New York, United States, North America",www.alby.com,,"$9,700,000",Seed,2,—,—
Seed Round - Sēkr,Seed,Seed,"$2,250,000","Feb 10, 2022",Sēkr,"Sēkr is making outdoor travel easier, safer and more connected.",—,—,"San Diego, California, United States, North America",www.sekr.com,,"$3,070,000",Seed,3,Storyteller Overland,7
Pre Seed Round - FANLUV,Pre-Seed,Seed,"$1,000,000","Mar 1, 2022",FANLUV,Fanluv is a blockchain-based social network that enables its users to monetize their content and earn revenue through tokens.,Cryptocurrency,—,"Los Angeles, California, United States, North America",fanluv.app,,"$1,000,000",Seed,2,—,2
Seed Round - Mindstate Design Labs,Seed,Seed,"$11,500,000","Feb 10, 2022",Mindstate Design Labs,Mindstate Design Labs is a preclinical-stage biotechnology company developing the next generation of psychedelic-inspired therapeutics.,"Biotechnology, Health Care, Therapeutics",—,"Pittsburgh, Pennsylvania, United States, North America",www.mindstate.design,,"$11,625,000",Seed,2,Initialized Capital,14
Pre Seed Round - Āut Labs (former SkillWallet),Pre-Seed,Seed,"$1,650,000","Feb 22, 2022",Āut Labs (former SkillWallet),Āut is a suite of DAO-native Tools to expand decentralized communities.,"Blockchain, Identity Management, Internet",—,"New Castle, Delaware, United States, North America",aut.id,,"$3,300,000",Seed,3,Third Kind Venture Capital,11
Pre Seed Round - Sober Sidekick,Pre-Seed,Seed,"$134,050","Mar 20, 2022",Sober Sidekick,"Mobile App, Telehealth, Social Engagement Platform","Health Care, Information Technology, Software","Black / African American Founded, Black / African American Led","Bentonville, Arkansas, United States, North America",www.sobersidekick.com,,"$234,050",Seed,3,—,1
Seed Round - OnyxApex,Seed,Seed,"$300,000","Mar 1, 2022",OnyxApex,An on chain digital art house re-defining the intersection between artists & HNW art collectors to evolve the $65B global art market,"Art, Blockchain, Content Creators, E-Commerce, Internet, Video Streaming",—,"Parrish, Florida, United States, North America",onyxapex.com,,"$300,000",Seed,1,—,—
Seed Round - Balloon,Seed,Seed,"$2,000,000","Mar 18, 2022",Balloon,"Balloon unlocks the true value of collaboration by removing cognitive bias, group dynamics, and fears from organizations and teams.","Collaboration, Enterprise Software, Mobile, SaaS, Software","Women Founded, Women Led","San Francisco, California, United States, North America",getballoon.com,,"$4,558,000",Seed,13,—,2
Pre Seed Round - Pao App,Pre-Seed,Seed,"$80,000","Feb 15, 2022",Pao App,Pao is a mobile app that helps you find and share hidden gems. It is also a creative marketing agency that makes viral short form videos.,"Digital Marketing, Mobile Apps, Social Network, Travel","Women Founded, Women Led","Denver, Colorado, United States, North America",www.thepaoapp.com/,,"$1,011,000",Seed,4,—,—
Pre Seed Round - Try Your Best,Pre-Seed,Seed,"$2,000,000","Mar 10, 2022",Try Your Best,Try Your Best is a blockchain technology company.,"Blockchain, Cryptocurrency",—,"Tucson, Arizona, United States, North America",www.tyb.xyz/,,"$11,800,000",Seed,3,Castle Island Ventures,2
Pre Seed Round - Continuum,Pre-Seed,Seed,"$1,500,000","Feb 1, 2022",Continuum,"Continuum is a free short-form, TikTok style video and carousel course platform for vocational learners worldwide.","Blockchain, Education",—,"San Francisco, California, United States, North America",www.continuum.xyz,,"$1,500,000",Seed,1,Shima Capital,6
Seed Round - Onramp Funds,Seed,Seed,"$42,000,000","Mar 18, 2022",Onramp Funds,Onramp Funds develops a financing platform designed for e-commerce entrepreneurs.,"E-Commerce, Finance, Financial Services, FinTech",—,"Austin, Texas, United States, North America",www.onrampfunds.com,,"$45,477,398",—,3,Luther King Capital Management,1
Seed Round - Polymer Labs,Seed,Seed,"$3,600,000","Mar 2, 2022",Polymer Labs,Polymer Labs is an infrastructure provider focused on IBC protocols.,"Blockchain, Cryptocurrency",—,"Los Angeles, California, United States, North America",www.polymerlabs.org,,"$3,600,000",Seed,2,"Distributed Global, North Island Ventures",19
Seed Round - Alpha AI Inc.,Seed,Seed,"$1,000,000","Mar 1, 2022",Alpha AI Inc.,Alpha is a Platform-as-a-service company that offers AI-powered intelligent and integrated solutions for digital enterprise and ERPs.,"Accounting, Artificial Intelligence, FinTech, Software",—,"New York, New York, United States, North America",www.alphagroup.ai/,,"$2,000,000",Seed,2,—,—
Seed Round - Health & Beauty Manufacturing,Seed,Seed,"$2,500,000","Mar 1, 2022",Health & Beauty Manufacturing,We are a product development and manufacturing organization.,"Cosmetics, Dietary Supplements, Pharmaceutical",—,"St. Petersburg, Florida, United States, North America",hbmskin.com/,,"$2,500,000",Seed,1,—,—
Seed Round - StellarFi,Seed,Seed,"$7,200,000","Mar 7, 2022",StellarFi,StellarFi is a financial technology company that aims to solve credit access problems.,"Credit, FinTech, Personal Finance",—,"Austin, Texas, United States, North America",www.stellarfi.com,,"$22,700,000",Early Stage Venture,2,"Accomplice, Acrew Capital, Trust Ventures",7
Seed Round - WARP,Seed,Seed,"$2,400,000","Feb 1, 2022",WARP,"Warp connects shippers, carriers, and facilities to digitize the trucking model and create the efficient routes for middle-mile freight.","Logistics, Supply Chain Management",—,"Los Angeles, California, United States, North America",wearewarp.com/,,"$16,200,000",Seed,4,—,—
Pre Seed Round - whoo,Pre-Seed,Seed,"$180,000","Feb 1, 2022",whoo,SaaS platform for multifamily mobile video intercoms,"Internet of Things, SaaS, Security, Software",—,"Brookline, Massachusetts, United States, North America",www.whoo.ai/,,"$400,000",Seed,2,—,—
Pre Seed Round - NFMe,Pre-Seed,Seed,"$150,000","Mar 1, 2022",NFMe,NFMe is a social platform for blockchain asset investors.,"Blockchain, Cryptocurrency, FinTech, Social Media, Software",—,"New York, New York, United States, North America",,,"$150,000",Seed,1,—,—
Pre Seed Round - Green Impact Exchange,Pre-Seed,Seed,"$600,000","Mar 1, 2022",Green Impact Exchange,Green Impact Exchange (GIX) will be a US capital market where green-minded public companies and green-minded investors can thrive,"Environmental Consulting, Financial Exchanges, Financial Services",—,"Gladstone, New Jersey, United States, North America",www.tradegix.com/,,"$2,100,000",Seed,2,—,—
Seed Round - Optimize Mind Performance,Seed,Seed,"A$1,300,000","Mar 10, 2022",Optimize Mind Performance,Mental Skills Sports Technology Business.,Sports,—,"Boston, Massachusetts, United States, North America",optimizemindperformance.com,,"$1,763,190",Seed,3,—,—
Seed Round - CloudLaw,Seed,Seed,"$701,280","Mar 8, 2022",CloudLaw,CloudLaw is an online legal marketplace where consumers can find a lawyer and lawyers can connect with each other.,"Consumer, Legal, Legal Tech, Marketplace",—,"Traverse City, Michigan, United States, North America",zeekbeek.com,,"$2,315,148",Seed,3,—,—
Pre Seed Round - IOT Cars,Pre-Seed,Seed,"$200,000","Mar 10, 2022",IOT Cars,Powering the strongest OEM brands with our AI-driven Turnkey Connected Car Platform,Internet of Things,—,"Austin, Texas, United States, North America",iotcars.io,,"$1,200,000",Seed,2,—,—
Pre Seed Round - Paywake,Pre-Seed,Seed,"$40,000","Feb 16, 2022",Paywake,Paywake is an online platform offering its users monetary incentives to wake up on time,"Consumer Software, Mobile Apps",—,"Los Angeles, California, United States, North America",paywake.net,,"$290,000",Seed,2,—,—
Pre Seed Round - Helios Life Enterprises,Pre-Seed,Seed,"$486,000","Feb 1, 2022",Helios Life Enterprises,Where human language and emotion create unique alpha generation.,"Artificial Intelligence, Big Data, FinTech, Predictive Analytics",—,"New York, New York, United States, North America",www.helioslife.enterprises,,"$511,000",Seed,2,—,—
Seed Round - Aperture Finance,Seed,Seed,"$5,300,000","Feb 10, 2022",Aperture Finance,"Building on the infra layer of EVMs, Aperture automates on-chain liquidity management.",—,—,"Mountain View, California, United States, North America",aperture.finance/,,"$7,800,000",Early Stage Venture,2,—,2
Seed Round - Coinbooks,Seed,Seed,"$500,000","Feb 25, 2022",Coinbooks,Coinbooks is a crypto accounting software for enterprises dealing with digital assets.,—,—,"San Francisco, California, United States, North America",www.coinbooks.finance/,,"$3,200,000",Seed,3,—,1
Seed Round - AiLert,Seed,Seed,"$1,000,000","Feb 1, 2022",AiLert,AiLert detects weapons in real-time using already installed surveillance cameras.,"Artificial Intelligence, Big Data, Machine Learning, Physical Security, Security",—,"Boston, Massachusetts, United States, North America",www.ai-lert.com,,"$1,220,000",Seed,3,—,—
Seed Round - ZonGuru,Seed,Seed,"$500,000","Mar 2, 2022",ZonGuru,ZonGuru provides an All-in-One Private Label Seller Toolkits with Powerful Data Insights and Automation to Grow Amazon Seller Businesses,Management Consulting,—,"Los Angeles, California, United States, North America",zonguru.com,,"$2,000,000",Seed,2,StageDotO,1
Seed Round - Vette,Seed,Seed,"$2,405,000","Mar 3, 2022",Vette,Instant human engagement platform that allows companies to spend less time leaving voicemails and more time onboarding new hires.,"Human Resources, Information Technology, Software","Women Founded, Women Led","Philadelphia, Pennsylvania, United States, North America",vette.io,,"$2,405,000",Seed,2,StageDotO,1
Pre Seed Round - Sensegrass Inc,Pre-Seed,Seed,"€80,000","Mar 16, 2022",Sensegrass Inc,Sensegrass provides a platform for soil intelligence.,—,—,"San Mateo, California, United States, North America",sensegrass.com/,,"$627,771",Seed,12,—,2
Pre Seed Round - Epoint,Pre-Seed,Seed,"$170,000","Feb 1, 2022",Epoint,Epoint is a digital payment aggregator and e-commerce platform for SME. B2B solution based on transactional and SAAS business models.,"B2B, FinTech, SaaS",—,"Delaware, Ohio, United States, North America",epoint.az/en,,"$170,000",—,2,—,—
Pre Seed Round - FedML,Pre-Seed,Seed,"$2,000,000","Mar 11, 2022",FedML,"SaaS, PaaS, MLaaS (machine learning as a service)","Artificial Intelligence, Machine Learning, Software",—,"Sunnyvale, California, United States, North America",fedml.ai,,"$13,500,000",Seed,2,—,6
Seed Round - Minoan Experience,Seed,Seed,"$5,000,000","Feb 17, 2022",Minoan Experience,"Minoan Experience help short-term rentals and boutique hotels enhance their appeal using our customizable, curated retail platform.","E-Commerce, Retail",—,"New York, New York, United States, North America",www.minoanexperience.com/,,"$5,000,000",Seed,1,Accel,2
Pre Seed Round - USEFULL,Pre-Seed,Seed,"$1,700,000","Feb 4, 2022",USEFULL,Usefull is a food and beverages company that provides delivery of coffee and food with reusable organic cups.,"Coffee, Food and Beverage, Food Delivery",—,"Boston, Massachusetts, United States, North America",www.usefull.us/,,"$1,700,000",Seed,2,UBMB,1
Pre Seed Round - Remedial Health,Pre-Seed,Seed,"$1,000,000","Feb 14, 2022",Remedial Health,Remedial Health is digitizing the pharmaceutical supply chain in Africa.,"B2B, Health Care, Wholesale",—,"Newark, Delaware, United States, North America",remedial.health,,"$17,400,000",Early Stage Venture,5,"Global Ventures, Ventures Platform",8
Seed Round - Addition Wealth,Seed,Seed,"$4,200,000","Feb 9, 2022",Addition Wealth,"Addition Wealth is a holistic financial wellness platform that empowers employees to make smart, informed financial decisions.","Financial Services, FinTech",—,"New York, New York, United States, North America",www.additionwealth.com,,"$4,200,000",Seed,1,—,5
Pre Seed Round - Tetri,Pre-Seed,Seed,"$500,000","Mar 1, 2022",Tetri,Social Bank for Sneaker-heads.,—,—,"New York, New York, United States, North America",tetri.app,,"$500,000",Seed,1,—,2
Seed Round - Remofirst,Seed,Seed,"$14,100,000","Feb 1, 2022",Remofirst,Remofirst is a software platform to hire remote employees from anywhere in the world.,—,—,"San Francisco, California, United States, North America",remofirst.com/,,"$14,375,000",Seed,2,"Mouro Capital, QED Investors",4
Seed Round - Gradient Health,Seed,Seed,"$2,500,000","Feb 23, 2022",Gradient Health,Gradient Health develops an open research platform that offers AI-based medical imaging diagnostics and infrastructure.,"Artificial Intelligence, Health Care, Medical, Wellness",—,"Durham, North Carolina, United States, North America",gradienthealth.io,,"$5,700,000",Seed,4,VentureSouth,8
"Seed Round - Flip CX, Inc.",Seed,Seed,"$6,500,000","Feb 11, 2022","Flip CX, Inc.",Flip CX is a software company that offers an Alexa-like voice AI experience for businesses,"Customer Service, SaaS, Software",—,"New York, New York, United States, North America",flipcx.com/,,"$8,400,000",Seed,4,ScOp Venture Capital,5
Seed Round - Energi,Seed,Seed,"$2,000,000","Mar 1, 2022",Energi,"As an Energy Management Firm, Energi provides Energy as a Service to commercial and residential buildings throughout the world.","Energy Management, Renewable Energy",—,"Lehi, Utah, United States, North America",www.energi.us,,"$2,000,000",Seed,1,—,—
Pre Seed Round - hound,Pre-Seed,Seed,"$700,000","Mar 1, 2022",hound,A leading future of work platform for veterinary medicine.,"Health Care, Software, Veterinary","Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led","Denver, Colorado, United States, North America",www.hound.vet,,"$4,500,000",Seed,2,—,1
Pre Seed Round - Mindaro,Pre-Seed,Seed,"$100,000","Feb 1, 2022",Mindaro,Embedded Insurance Provider,"B2B, Commercial Insurance, Cyber Security, Financial Services, FinTech, Insurance, InsurTech",—,"Dallas, Texas, United States, North America",www.mindaro.com/,,"$100,000",Seed,1,—,2
Pre Seed Round - PetPair,Pre-Seed,Seed,"$100,000","Feb 1, 2022",PetPair,A content-powered marketplace for pet adoptions.,"E-Commerce, Marketplace, Pet",—,"Austin, Texas, United States, North America",www.petpair.co/,,"$1,200,000",Seed,2,Forum Ventures,2
Seed Round - Liveblocks,Seed,Seed,"$5,000,000","Mar 15, 2022",Liveblocks,Build amazing real-time collaborative products in minutes,—,—,"Wilmington, Delaware, United States, North America",liveblocks.io,,"$6,400,000",Seed,2,boldstart ventures,4
Seed Round - Wellness Wins,Seed,Seed,"$50,000","Mar 10, 2022",Wellness Wins,Wellness Wins provides a customer relationship management system built for mental health therapists and wellness centers,"CRM, Health Care, Therapeutics",—,"St Louis, Missouri, United States, North America",,,"$50,000",Seed,1,Capital Innovators,2
Pre Seed Round - Finiite,Pre-Seed,Seed,"$50,000","Mar 3, 2022",Finiite,"Finiite is a SaaS, API, and retail software designed for internet sales.","Artificial Intelligence, B2B, Computer Vision, Machine Learning, Personalization","Women Founded, Women Led","New York, New York, United States, North America",www.finiite.com,,"$50,000",Seed,1,MARL 5G Accelerator,2
Seed Round - EMTECH,Seed,Seed,"$4,000,000","Mar 2, 2022",EMTECH,EMTECH is a fintech company that modernizes central banks for financial inclusion and resilience.,"Big Data, Developer APIs, Financial Services, FinTech, Payments","Black / African American Founded, Women Founded, Women Led","New York, New York, United States, North America",emtech.com,,"$13,000,000",Seed,4,—,8
Seed Round - Place,Seed,Seed,"$3,250,000","Feb 22, 2022",Place,Fast-growing B2B SaaS companies use Place to bridge the gaps between their go-to-market and finance teams.,"Business Intelligence, Finance, SaaS, Software",—,"Austin, Texas, United States, North America",www.placetechnology.com,,"$10,020,000",Seed,6,Geekdom Fund,2
Pre Seed Round - Bevz,Pre-Seed,Seed,"$605,000","Feb 7, 2022",Bevz,Convenience Store SaaS Platform,"E-Commerce, SaaS, Software",Middle Eastern / North African Founded,"Los Angeles, California, United States, North America",bevz.com/,,"$4,005,000",Seed,4,Techstars,1
Pre Seed Round - Zemplee,Pre-Seed,Seed,"$50,000","Mar 3, 2022",Zemplee,Zemplee is a revolutionary start-up with its sole purpose of building artificial intelligence based assisted living.,"Artificial Intelligence, Internet","Women Founded, Women Led","Los Gatos, California, United States, North America",www.zemplee.com/,,"$50,000",Seed,3,MARL 5G Accelerator,2
Pre Seed Round - Perceive now,Pre-Seed,Seed,"$50,000","Mar 3, 2022",Perceive now,Empowering C- & D- suite decision makers with AI-automated business & technical insights extracted from publications and patents,"Analytics, Artificial Intelligence, B2B, Machine Learning, SaaS, Software",—,"Cincinnati, Ohio, United States, North America",www.perceivenow.ai/,,"$50,000",Seed,2,MARL 5G Accelerator,2
Seed Round - Niocycle,Seed,Seed,"$1,500,000","Mar 1, 2022",Niocycle,"Cleantech, Recycling, Lithium-ion Batteries","Battery, CleanTech, Energy Storage, Recycling",—,"Sacramento, California, United States, North America",niocycle.com,,"$1,620,000",Seed,2,—,—
Pre Seed Round - InnerSense,Pre-Seed,Seed,"$255,000","Feb 1, 2022",InnerSense,A mobile app to get rid of anxiety and burnout,"mHealth, Mobile Apps, Psychology",—,"Wilmington, Delaware, United States, North America",innersense.app,,"$255,000",Seed,1,—,—
Seed Round - theHRsoft,Seed,Seed,"$400,000","Feb 22, 2022",theHRsoft,TheHRsoft,—,—,"San Francisco, California, United States, North America",thehrsoft.com,,"$400,000",Seed,1,—,1
